regione,nome_centro,mese,donazioni
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2023-10,99
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2023-10,100
Piemonte,OSPEDALE DI MONDOVI' CN1,2023-10,97
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2023-10,99
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2023-10,100
Piemonte,OSPEDALE SANT'ANDREA,2023-10,100
Piemonte,OSP. MAGGIORE DELLA CARITA',2023-10,97
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2023-10,97
Piemonte,OSPEDALE SAN BIAGIO,2023-10,99
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2023-10,102
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2023-10,102
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2023-10,98
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2023-10,101
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2023-10,100
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2023-10,102
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2023-11,93
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2023-11,96
Piemonte,OSPEDALE MARIA VITTORIA,2023-11,96
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2023-11,94
Piemonte,OSPEDALE CIVILE DI IVREA,2023-11,93
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2023-11,93
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2023-11,95
Piemonte,OSPEDALE DI MONDOVI' CN1,2023-11,97
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2023-11,97
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2023-11,94
Piemonte,OSPEDALE SANT'ANDREA,2023-11,98
Piemonte,OSP. MAGGIORE DELLA CARITA',2023-11,95
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2023-11,98
Piemonte,OSPEDALE SAN BIAGIO,2023-11,93
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2023-11,98
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2023-11,98
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2023-11,97
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2023-11,97
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2023-11,95
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2023-11,97
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2023-12,88
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2023-12,87
Piemonte,OSPEDALE MARIA VITTORIA,2023-12,90
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2023-12,86
Piemonte,OSPEDALE CIVILE DI IVREA,2023-12,87
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2023-12,90
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2023-12,86
Piemonte,OSPEDALE DI MONDOVI' CN1,2023-12,86
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2023-12,87
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2023-12,89
Piemonte,OSPEDALE SANT'ANDREA,2023-12,89
Piemonte,OSP. MAGGIORE DELLA CARITA',2023-12,85
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2023-12,88
Piemonte,OSPEDALE SAN BIAGIO,2023-12,88
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2023-12,88
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2023-12,88
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2023-12,90
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2023-12,87
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2023-12,86
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2023-12,88
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2024-01,100
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2024-01,101
Piemonte,OSPEDALE MARIA VITTORIA,2024-01,98
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2024-01,99
Piemonte,OSPEDALE CIVILE DI IVREA,2024-01,104
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2024-01,98
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2024-01,101
Piemonte,OSPEDALE DI MONDOVI' CN1,2024-01,102
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2024-01,98
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2024-01,99
Piemonte,OSPEDALE SANT'ANDREA,2024-01,100
Piemonte,OSP. MAGGIORE DELLA CARITA',2024-01,101
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2024-01,100
Piemonte,OSPEDALE SAN BIAGIO,2024-01,102
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2024-01,99
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2024-01,98
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2024-01,98
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2024-01,100
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2024-01,100
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2024-01,104
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2024-02,102
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2024-02,105
Piemonte,OSPEDALE MARIA VITTORIA,2024-02,105
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2024-02,106
Piemonte,OSPEDALE CIVILE DI IVREA,2024-02,106
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2024-02,102
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2024-02,106
Piemonte,OSPEDALE DI MONDOVI' CN1,2024-02,104
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2024-02,106
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2024-02,103
Piemonte,OSPEDALE SANT'ANDREA,2024-02,106
Piemonte,OSP. MAGGIORE DELLA CARITA',2024-02,105
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2024-02,106
Piemonte,OSPEDALE SAN BIAGIO,2024-02,103
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2024-02,106
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2024-02,106
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2024-02,105
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2024-02,104
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2024-02,103
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2024-02,103
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2024-03,96
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2024-03,94
Piemonte,OSPEDALE MARIA VITTORIA,2024-03,96
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2024-03,96
Piemonte,OSPEDALE CIVILE DI IVREA,2024-03,96
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2024-03,96
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2024-03,95
Piemonte,OSPEDALE DI MONDOVI' CN1,2024-03,95
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2024-03,93
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2024-03,97
Piemonte,OSPEDALE SANT'ANDREA,2024-03,97
Piemonte,OSP. MAGGIORE DELLA CARITA',2024-03,95
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2024-03,97
Piemonte,OSPEDALE SAN BIAGIO,2024-03,98
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2024-03,95
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2024-03,96
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2024-03,96
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2024-03,93
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2024-03,92
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2024-03,94
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2024-04,106
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2024-04,103
Piemonte,OSPEDALE MARIA VITTORIA,2024-04,106
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2024-04,105
Piemonte,OSPEDALE CIVILE DI IVREA,2024-04,105
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2024-04,103
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2024-04,104
Piemonte,OSPEDALE DI MONDOVI' CN1,2024-04,102
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2024-04,102
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2024-04,101
Piemonte,OSPEDALE SANT'ANDREA,2024-04,102
Piemonte,OSP. MAGGIORE DELLA CARITA',2024-04,102
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2024-04,104
Piemonte,OSPEDALE SAN BIAGIO,2024-04,103
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2024-04,102
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2024-04,106
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2024-04,104
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2024-04,107
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2024-04,105
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2024-04,101
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2024-05,98
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2024-05,98
Piemonte,OSPEDALE MARIA VITTORIA,2024-05,97
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2024-05,96
Piemonte,OSPEDALE CIVILE DI IVREA,2024-05,96
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2024-05,96
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2024-05,97
Piemonte,OSPEDALE DI MONDOVI' CN1,2024-05,96
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2024-05,94
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2024-05,93
Piemonte,OSPEDALE SANT'ANDREA,2024-05,94
Piemonte,OSP. MAGGIORE DELLA CARITA',2024-05,94
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2024-05,95
Piemonte,OSPEDALE SAN BIAGIO,2024-05,98
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2024-05,94
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2024-05,95
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2024-05,94
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2024-05,96
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2024-05,96
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2024-05,96
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2024-06,107
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2024-06,107
Piemonte,OSPEDALE MARIA VITTORIA,2024-06,106
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2024-06,106
Piemonte,OSPEDALE CIVILE DI IVREA,2024-06,104
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2024-06,105
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2024-06,103
Piemonte,OSPEDALE DI MONDOVI' CN1,2024-06,106
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2024-06,102
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2024-06,103
Piemonte,OSPEDALE SANT'ANDREA,2024-06,101
Piemonte,OSP. MAGGIORE DELLA CARITA',2024-06,105
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2024-06,106
Piemonte,OSPEDALE SAN BIAGIO,2024-06,101
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2024-06,104
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2024-06,104
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2024-06,106
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2024-06,102
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2024-06,102
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2024-06,105
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2024-07,83
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2024-07,84
Piemonte,OSPEDALE MARIA VITTORIA,2024-07,83
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2024-07,85
Piemonte,OSPEDALE CIVILE DI IVREA,2024-07,82
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2024-07,82
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2024-07,85
Piemonte,OSPEDALE DI MONDOVI' CN1,2024-07,81
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2024-07,84
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2024-07,80
Piemonte,OSPEDALE SANT'ANDREA,2024-07,83
Piemonte,OSP. MAGGIORE DELLA CARITA',2024-07,81
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2024-07,83
Piemonte,OSPEDALE SAN BIAGIO,2024-07,84
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2024-07,80
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2024-07,81
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2024-07,82
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2024-07,82
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2024-07,82
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2024-07,85
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2024-08,78
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2024-08,80
Piemonte,OSPEDALE MARIA VITTORIA,2024-08,80
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2024-08,79
Piemonte,OSPEDALE CIVILE DI IVREA,2024-08,79
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2024-08,81
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2024-08,81
Piemonte,OSPEDALE DI MONDOVI' CN1,2024-08,81
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2024-08,80
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2024-08,80
Piemonte,OSPEDALE SANT'ANDREA,2024-08,82
Piemonte,OSP. MAGGIORE DELLA CARITA',2024-08,82
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2024-08,82
Piemonte,OSPEDALE SAN BIAGIO,2024-08,79
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2024-08,82
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2024-08,82
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2024-08,81
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2024-08,81
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2024-08,82
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2024-08,80
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2024-09,102
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2024-09,102
Piemonte,OSPEDALE MARIA VITTORIA,2024-09,102
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2024-09,102
Piemonte,OSPEDALE CIVILE DI IVREA,2024-09,99
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2024-09,100
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2024-09,100
Piemonte,OSPEDALE DI MONDOVI' CN1,2024-09,102
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2024-09,102
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2024-09,102
Piemonte,OSPEDALE SANT'ANDREA,2024-09,102
Piemonte,OSP. MAGGIORE DELLA CARITA',2024-09,101
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2024-09,98
Piemonte,OSPEDALE SAN BIAGIO,2024-09,101
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2024-09,103
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2024-09,101
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2024-09,103
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2024-09,103
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2024-09,100
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2024-09,102
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2024-10,99
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2024-10,98
Piemonte,OSPEDALE MARIA VITTORIA,2024-10,97
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2024-10,97
Piemonte,OSPEDALE CIVILE DI IVREA,2024-10,97
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2024-10,99
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2024-10,96
Piemonte,OSPEDALE DI MONDOVI' CN1,2024-10,98
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2024-10,99
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2024-10,98
Piemonte,OSPEDALE SANT'ANDREA,2024-10,100
Piemonte,OSP. MAGGIORE DELLA CARITA',2024-10,98
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2024-10,96
Piemonte,OSPEDALE SAN BIAGIO,2024-10,101
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2024-10,100
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2024-10,99
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2024-10,100
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2024-10,96
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2024-10,100
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2024-10,97
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2024-11,96
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2024-11,94
Piemonte,OSPEDALE MARIA VITTORIA,2024-11,97
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2024-11,94
Piemonte,OSPEDALE CIVILE DI IVREA,2024-11,94
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2024-11,93
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2024-11,97
Piemonte,OSPEDALE DI MONDOVI' CN1,2024-11,95
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2024-11,96
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2024-11,95
Piemonte,OSPEDALE SANT'ANDREA,2024-11,97
Piemonte,OSP. MAGGIORE DELLA CARITA',2024-11,94
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2024-11,98
Piemonte,OSPEDALE SAN BIAGIO,2024-11,95
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2024-11,93
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2024-11,94
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2024-11,93
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2024-11,95
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2024-11,94
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2024-11,98
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2024-12,92
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2024-12,91
Piemonte,OSPEDALE MARIA VITTORIA,2024-12,92
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2024-12,91
Piemonte,OSPEDALE CIVILE DI IVREA,2024-12,90
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2024-12,91
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2024-12,90
Piemonte,OSPEDALE DI MONDOVI' CN1,2024-12,91
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2024-12,95
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2024-12,93
Piemonte,OSPEDALE SANT'ANDREA,2024-12,95
Piemonte,OSP. MAGGIORE DELLA CARITA',2024-12,91
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2024-12,94
Piemonte,OSPEDALE SAN BIAGIO,2024-12,91
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2024-12,90
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2024-12,94
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2024-12,90
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2024-12,92
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2024-12,94
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2024-12,93
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2025-01,100
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2025-01,100
Piemonte,OSPEDALE MARIA VITTORIA,2025-01,98
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2025-01,103
Piemonte,OSPEDALE CIVILE DI IVREA,2025-01,98
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2025-01,99
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2025-01,99
Piemonte,OSPEDALE DI MONDOVI' CN1,2025-01,103
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2025-01,102
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2025-01,100
Piemonte,OSPEDALE SANT'ANDREA,2025-01,103
Piemonte,OSP. MAGGIORE DELLA CARITA',2025-01,98
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2025-01,103
Piemonte,OSPEDALE SAN BIAGIO,2025-01,98
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2025-01,100
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2025-01,98
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2025-01,103
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2025-01,103
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2025-01,101
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2025-01,99
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2025-02,94
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2025-02,94
Piemonte,OSPEDALE MARIA VITTORIA,2025-02,94
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2025-02,92
Piemonte,OSPEDALE CIVILE DI IVREA,2025-02,96
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2025-02,95
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2025-02,97
Piemonte,OSPEDALE DI MONDOVI' CN1,2025-02,95
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2025-02,94
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2025-02,95
Piemonte,OSPEDALE SANT'ANDREA,2025-02,93
Piemonte,OSP. MAGGIORE DELLA CARITA',2025-02,95
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2025-02,96
Piemonte,OSPEDALE SAN BIAGIO,2025-02,93
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2025-02,94
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2025-02,97
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2025-02,95
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2025-02,95
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2025-02,96
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2025-02,95
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2025-03,101
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2025-03,105
Piemonte,OSPEDALE MARIA VITTORIA,2025-03,106
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2025-03,100
Piemonte,OSPEDALE CIVILE DI IVREA,2025-03,101
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2025-03,105
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2025-03,104
Piemonte,OSPEDALE DI MONDOVI' CN1,2025-03,103
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2025-03,104
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2025-03,105
Piemonte,OSPEDALE SANT'ANDREA,2025-03,103
Piemonte,OSP. MAGGIORE DELLA CARITA',2025-03,101
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2025-03,101
Piemonte,OSPEDALE SAN BIAGIO,2025-03,103
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2025-03,106
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2025-03,104
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2025-03,102
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2025-03,106
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2025-03,103
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2025-03,103
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2025-04,93
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2025-04,97
Piemonte,OSPEDALE MARIA VITTORIA,2025-04,96
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2025-04,97
Piemonte,OSPEDALE CIVILE DI IVREA,2025-04,94
Piemonte,AZ. OSPEDAL. S. CROCE E CARLE,2025-04,95
Piemonte,OSP. MAGGIORE SS. ANNUNZIATA SAVIGLIANO,2025-04,93
Piemonte,OSPEDALE DI MONDOVI' CN1,2025-04,98
Piemonte,PRESIDIO OSP. CARDINAL G. MASSAIA,2025-04,93
Piemonte,OSP.DEGLI INFERMI DI BIELLA,2025-04,96
Piemonte,OSPEDALE SANT'ANDREA,2025-04,96
Piemonte,OSP. MAGGIORE DELLA CARITA',2025-04,93
Piemonte,STABILIMENTO OSPEDALIERO CASTELLI,2025-04,95
Piemonte,OSPEDALE SAN BIAGIO,2025-04,93
Piemonte,OSP.CIVILE SS.ANTONIO E BIAGIO,2025-04,96
Piemonte,OSPEDALE SANTO SPIRITO CASALE,2025-04,98
Piemonte,ISTITUTO S.S. TRINITA' - BORGOMANERO,2025-04,95
Piemonte,OSPEDALE SS ANTONIO E MARGHERITA,2025-04,98
Piemonte,OSPEDALE SAN LAZZARO - ALBA,2025-04,93
Piemonte,AZ OSPEDALIERO UNIVERSITARIA S.LUIGI,2025-04,95
Piemonte,OSP.S. GIOV.BATTISTA MOLINETTE,2025-05,101
Piemonte,AZIENDA OSPEDALIERA O.I.R.M.S.-SANT'ANNA,2025-05,100
Piemonte,OSPEDALE MARIA VITTORIA,2025-05,97
Piemonte,"OSPEDALE CIVILE ""E.AGNELLI""",2025-05,99
